station_id,station_name,lat,lon,lines_served,num_lines
940GZZLUTNG,Turnham Green Underground Station,51.495148,-0.254555,"['district', 'piccadilly']",2
940GZZLUTPN,Turnpike Lane Underground Station,51.590272,-0.102953,['piccadilly'],1
910GTWYFORD,Twyford Rail Station,51.475534,-0.863293,['elizabeth'],1
940GZZLUUPB,Upminster Bridge Underground Station,51.55856,0.235809,['district'],1
940GZZLUUPM,Upminster Underground Station,51.559063,0.250882,['district'],1
940GZZLUUPY,Upney Underground Station,51.538372,0.10153,['district'],1
940GZZLUUPK,Upton Park Underground Station,51.53534,0.035263,"['district', 'hammersmith-city']",2
940GZZLUUXB,Uxbridge Underground Station,51.546565,-0.477949,"['metropolitan', 'piccadilly']",2
940GZZLUVXL,Vauxhall Underground Station,51.485743,-0.124204,['victoria'],1
940GZZLUVIC,Victoria Underground Station,51.496359,-0.143102,"['circle', 'district', 'victoria']",3
940GZZLUWWL,Walthamstow Central Underground Station,51.582965,-0.019885,['victoria'],1
940GZZLUWSD,Wanstead Underground Station,51.575501,0.028527,['central'],1
940GZZLUWRR,Warren Street Underground Station,51.524951,-0.138321,"['northern', 'victoria']",2
940GZZLUWKA,Warwick Avenue Underground Station,51.523263,-0.183783,['bakerloo'],1
940GZZLUWLO,Waterloo Underground Station,51.503299,-0.11478,"['bakerloo', 'jubilee', 'northern', 'waterloo-city']",4
940GZZLUWAF,Watford Underground Station,51.657446,-0.417377,['metropolitan'],1
940GZZLUWYC,Wembley Central Underground Station,51.552304,-0.296852,['bakerloo'],1
940GZZLUWYP,Wembley Park Underground Station,51.563198,-0.279262,"['jubilee', 'metropolitan']",2
940GZZLUWTA,West Acton Underground Station,51.518001,-0.28098,['central'],1
940GZZLUWBN,West Brompton Underground Station,51.487268,-0.195599,['district'],1
910GWDRYTON,West Drayton Rail Station,51.510055,-0.472234,['elizabeth'],1
910GWEALING,West Ealing Rail Station,51.513506,-0.320133,['elizabeth'],1
940GZZLUWFN,West Finchley Underground Station,51.609426,-0.188362,['northern'],1
940GZZDLWHM,West Ham DLR Station,51.527894,0.004482,"['district', 'dlr', 'hammersmith-city', 'jubilee']",4
940GZZLUWHM,West Ham Underground Station,51.528136,0.005055,"['district', 'dlr', 'hammersmith-city', 'jubilee']",4
940GZZLUWHP,West Hampstead Underground Station,51.546638,-0.191059,['jubilee'],1
940GZZLUWHW,West Harrow Underground Station,51.57971,-0.3534,['metropolitan'],1
940GZZDLWIQ,West India Quay DLR Station,51.50703,-0.020311,['dlr'],1
940GZZLUWKN,West Kensington Underground Station,51.490459,-0.206636,['district'],1
940GZZLUWRP,West Ruislip Underground Station,51.569688,-0.437886,['central'],1
940GZZDLWSV,West Silvertown DLR Station,51.502838,0.02246,['dlr'],1
940GZZLUWSP,Westbourne Park Underground Station,51.52111,-0.201065,"['circle', 'hammersmith-city']",2
940GZZDLWFE,Westferry DLR Station,51.509431,-0.02675,['dlr'],1
940GZZLUWSM,Westminster Underground Station,51.50132,-0.124861,"['circle', 'district', 'jubilee']",3
940GZZLUWCY,White City Underground Station,51.511959,-0.224297,['central'],1
910GWCHAPXR,Whitechapel,51.519632,-0.059837,"['district', 'elizabeth', 'hammersmith-city']",3
940GZZLUWPL,Whitechapel Underground Station,51.519518,-0.059971,"['district', 'elizabeth', 'hammersmith-city']",3
940GZZLUWIG,Willesden Green Underground Station,51.549146,-0.221537,"['jubilee', 'metropolitan']",2
940GZZLUWJN,Willesden Junction Underground Station,51.532259,-0.244283,['bakerloo'],1
940GZZLUWIP,Wimbledon Park Underground Station,51.434573,-0.199719,['district'],1
940GZZLUWIM,Wimbledon Underground Station,51.421207,-0.206573,['district'],1
940GZZLUWOG,Wood Green Underground Station,51.597479,-0.109886,['piccadilly'],1
940GZZLUWLA,Wood Lane Underground Station,51.509669,-0.22453,"['circle', 'hammersmith-city']",2
940GZZLUWOF,Woodford Underground Station,51.606899,0.03397,['central'],1
940GZZLUWOP,Woodside Park Underground Station,51.618014,-0.18542,['northern'],1
910GWOLWXR,Woolwich,51.492168,0.070593,['elizabeth'],1
940GZZDLWLA,Woolwich Arsenal DLR Station,51.490009,0.069127,['dlr'],1
